time,stage,Lot,runnum,recipe,recipe_step,ACTUALROTATIONANGLE,ACTUALSTEPDURATION,ETCHBEAMCURRENT,ETCHGASCHANNEL1READBACK,ETCHPBNGASREADBACK,ETCHSOURCEUSAGE,FIXTURETILTANGLE,FLOWCOOLFLOWRATE,FLOWCOOLPRESSURE,IONGAUGEPRESSURE,TTF_FlowCool Pressure Dropped Below Limit,fault_x,fault_labeling_x,TTF_Flowcool Pressure Too High Check Flowcool Pump,fault_y,fault_labeling_y,TTF_Flowcool leak,fault,fault_labeling
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219778,0,0,2592182,0,0,8223260,0,0
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219774,0,0,2592178,0,0,8223256,0,0
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219770,0,0,2592174,0,0,8223252,0,0
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219766,0,0,2592170,0,0,8223248,0,0
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219762,0,0,2592166,0,0,8223244,0,0
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219758,0,0,2592162,0,0,8223240,0,0
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219754,0,0,2592158,0,0,8223236,0,0
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219750,0,0,2592154,0,0,8223232,0,0
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219746,0,0,2592150,0,0,8223228,0,0
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219742,0,0,2592146,0,0,8223224,0,0
9838274,1,9162,10922650,66,3,-0.122446015,-0.672756467,-0.958658221,-0.050292355,0.354293336,-1.292376061,-0.200726709,0.579838468,0.263508534,0.001917499,8219738,0,0,2592142,0,0,8223220,0,0
